global_step,episode,episode_return,episode_length,success,collision,off_route,agents_alive_done,stagnation,timeout,terminal_reason
34296,184,3.3399792447909755,299,0,0,0,0,0,1,timeout
34595,185,3.4302190540581954,299,0,0,0,0,0,1,timeout
34894,186,3.2896710661463513,299,0,0,0,0,0,1,timeout
35193,187,3.345550864677876,299,0,0,0,0,0,1,timeout
35305,188,0.9233767380118368,112,0,1,0,0,0,0,collision
35604,189,3.313022844329478,299,0,0,0,0,0,1,timeout
35657,190,-0.008053653195500332,53,0,1,0,0,0,0,collision
35956,191,3.497097603812817,299,0,0,0,0,0,1,timeout
36255,192,3.503976221218709,299,0,0,0,0,0,1,timeout
36554,193,3.4143830556646058,299,0,0,0,0,0,1,timeout
36853,194,3.4872967196852045,299,0,0,0,0,0,1,timeout
36881,195,-0.32788666512072095,28,0,1,0,0,0,0,collision
37180,196,3.444000116385525,299,0,0,0,0,0,1,timeout
37288,197,0.8745050736079001,108,0,1,0,0,0,0,collision
37404,198,0.885868759840728,116,0,1,0,0,0,0,collision
37531,199,0.8586026578694592,127,0,1,0,0,0,0,collision
37661,200,0.859526640344411,130,0,1,0,0,0,0,collision
37960,201,3.6112673985995407,299,0,0,0,0,0,1,timeout
38259,202,3.3975172300813785,299,0,0,0,0,0,1,timeout
38558,203,3.310388815797868,299,0,0,0,0,0,1,timeout
38857,204,3.1128739227764357,299,0,0,0,0,0,1,timeout
38976,205,0.8740285651236782,119,0,1,0,0,0,0,collision
39085,206,0.8994121204912668,109,0,1,0,0,0,0,collision
39199,207,0.8940767452716832,114,0,1,0,0,0,0,collision
39312,208,0.8747013836055996,113,0,1,0,0,0,0,collision
39353,209,0.0032953243851657765,41,0,1,0,0,0,0,collision
39484,210,0.8581971778124569,131,0,1,0,0,0,0,collision
39783,211,3.019954092264179,299,0,0,0,0,0,1,timeout
40082,212,3.2328723173812084,299,0,0,0,0,0,1,timeout
40381,213,3.190437145460399,299,0,0,0,0,0,1,timeout
40680,214,3.102291945856064,299,0,0,0,0,0,1,timeout
40979,215,3.137720876302577,299,0,0,0,0,0,1,timeout
41278,216,3.315358435943726,299,0,0,0,0,0,1,timeout
41393,217,0.8908004625141622,115,0,1,0,0,0,0,collision
41502,218,0.8833507465049623,109,0,1,0,0,0,0,collision
41610,219,0.8903758959220729,108,0,1,0,0,0,0,collision
41728,220,0.8923218810632833,118,0,1,0,0,0,0,collision
42027,221,3.6964215073026803,299,0,0,0,0,0,1,timeout
42326,222,3.3879498411659226,299,0,0,0,0,0,1,timeout
42625,223,2.997745546953756,299,0,0,0,0,0,1,timeout
42924,224,2.95563344510645,299,0,0,0,0,0,1,timeout
43223,225,3.2522817845679883,299,0,0,0,0,0,1,timeout
43522,226,2.8731572469919966,299,0,0,0,0,0,1,timeout
43650,227,0.8280535598546275,128,0,1,0,0,0,0,collision
43761,228,0.8602928133085395,111,0,1,0,0,0,0,collision
43885,229,0.8467062140107168,124,0,1,0,0,0,0,collision
44184,230,2.8553491017073407,299,0,0,0,0,0,1,timeout
44483,231,2.719577603864836,299,0,0,0,0,0,1,timeout
44782,232,2.7843443496376343,299,0,0,0,0,0,1,timeout
45081,233,2.9046568586714634,299,0,0,0,0,0,1,timeout
45380,234,3.0330213306695297,299,0,0,0,0,0,1,timeout
45492,235,0.8707779725193994,112,0,1,0,0,0,0,collision
45791,236,2.5392199674262694,299,0,0,0,0,0,1,timeout
46090,237,2.7908812542669517,299,0,0,0,0,0,1,timeout
46389,238,2.4072917727860634,299,0,0,0,0,0,1,timeout
46433,239,0.14321313327550955,44,0,1,0,0,0,0,collision
46570,240,0.8106581092923902,137,0,1,0,0,0,0,collision
46698,241,0.8221159647479651,128,0,1,0,0,0,0,collision
46997,242,2.764572963513439,299,0,0,0,0,0,1,timeout
47122,243,0.844443045370281,125,0,1,0,0,0,0,collision
47260,244,0.8200062597058722,138,0,1,0,0,0,0,collision
47397,245,0.8106199595723306,137,0,1,0,0,0,0,collision
47696,246,2.945302097521726,299,0,0,0,0,0,1,timeout
47995,247,2.6410274097919517,299,0,0,0,0,0,1,timeout
48294,248,3.0468471167832645,299,0,0,0,0,0,1,timeout
48593,249,3.51312568506599,299,0,0,0,0,0,1,timeout
48892,250,2.655379118513321,299,0,0,0,0,0,1,timeout
48995,251,0.10946655320282961,103,0,1,0,0,0,0,collision
49109,252,0.8739083447158332,114,0,1,0,0,0,0,collision
49240,253,0.8376339688487362,131,0,1,0,0,0,0,collision
49355,254,0.908631016910077,115,0,1,0,0,0,0,collision
49485,255,0.8427975968737168,130,0,1,0,0,0,0,collision
49784,256,2.684175863372169,299,0,0,0,0,0,1,timeout
50083,257,2.7032655599750623,299,0,0,0,0,0,1,timeout
50382,258,2.563239761464304,299,0,0,0,0,0,1,timeout
50667,259,2.984169283751405,285,0,0,1,0,0,0,off_route
50692,260,-0.3467488072812559,25,0,1,0,0,0,0,collision
50991,261,3.9250651438944097,299,0,0,0,0,0,1,timeout
51290,262,3.211977896861736,299,0,0,0,0,0,1,timeout
51589,263,2.5538665300924372,299,0,0,0,0,0,1,timeout
51888,264,2.856221225507561,299,0,0,0,0,0,1,timeout
52187,265,3.048195338644094,299,0,0,0,0,0,1,timeout
52486,266,2.8376873507155165,299,0,0,0,0,0,1,timeout
52785,267,2.666579956746665,299,0,0,0,0,0,1,timeout
53084,268,2.917609938489278,299,0,0,0,0,0,1,timeout
53383,269,2.660685699548578,299,0,0,0,0,0,1,timeout
53682,270,2.637702463659463,299,0,0,0,0,0,1,timeout
53981,271,2.9545195628646783,299,0,0,0,0,0,1,timeout
54280,272,2.6936409072242755,299,0,0,0,0,0,1,timeout
54579,273,2.587436721589421,299,0,0,0,0,0,1,timeout
54878,274,2.4582971661109503,299,0,0,0,0,0,1,timeout
55177,275,3.9610396906491427,299,0,0,0,0,0,1,timeout
55476,276,2.163204086745628,299,0,0,0,0,0,1,timeout
55775,277,3.732976930191743,299,0,0,0,0,0,1,timeout
56074,278,2.4308026152304434,299,0,0,0,0,0,1,timeout
56368,279,2.9935171988736915,294,0,0,1,0,0,0,off_route
56667,280,3.811284786450216,299,0,0,0,0,0,1,timeout
56966,281,2.3753107560876585,299,0,0,0,0,0,1,timeout
57265,282,2.3937787478081924,299,0,0,0,0,0,1,timeout
57564,283,3.6765106564785857,299,0,0,0,0,0,1,timeout
57808,284,3.0341218103365994,244,0,0,1,0,0,0,off_route
58107,285,2.2489338800534635,299,0,0,0,0,0,1,timeout
58406,286,2.2719816199960223,299,0,0,0,0,0,1,timeout
58697,287,2.9697999323867292,291,0,0,1,0,0,0,off_route
58909,288,3.0540653373226565,212,0,0,1,0,0,0,off_route
59137,289,3.047655519962314,228,0,0,1,0,0,0,off_route
59378,290,3.0456067111259353,241,0,0,1,0,0,0,off_route
59676,291,2.975836206272249,298,0,0,1,0,0,0,off_route
59957,292,2.9941237502787335,281,0,0,1,0,0,0,off_route
60248,293,2.971915859930223,291,0,0,1,0,0,0,off_route
60508,294,3.006212665895006,260,0,0,1,0,0,0,off_route
60791,295,2.9788684965651524,283,0,0,1,0,0,0,off_route
61090,296,3.783870901469146,299,0,0,0,0,0,1,timeout
61345,297,3.0136510443687485,255,0,0,1,0,0,0,off_route
61466,298,0.9159401277974256,121,0,1,0,0,0,0,collision
61765,299,2.982005962844941,299,0,0,1,0,0,0,off_route
62038,300,3.0053994642086366,273,0,0,1,0,0,0,off_route
62276,301,3.031244168698791,238,0,0,1,0,0,0,off_route
62566,302,2.989238009778789,290,0,0,1,0,0,0,off_route
62865,303,3.740221639861357,299,0,0,0,0,0,1,timeout
63124,304,3.007310384590182,259,0,0,1,0,0,0,off_route
63372,305,3.028246695127341,248,0,0,1,0,0,0,off_route
63486,306,0.9230302025112344,114,0,1,0,0,0,0,collision
63742,307,3.0147911139354133,256,0,0,1,0,0,0,off_route
64002,308,3.0165214451705147,260,0,0,1,0,0,0,off_route
64247,309,3.0352518745418657,245,0,0,1,0,0,0,off_route
64546,310,3.8588256401233414,299,0,0,0,0,0,1,timeout
64819,311,3.005143718093638,273,0,0,1,0,0,0,off_route
65100,312,2.9931489917971232,281,0,0,1,0,0,0,off_route
65399,313,3.8634981819652063,299,0,0,0,0,0,1,timeout
65685,314,2.980188608948144,286,0,0,1,0,0,0,off_route
65972,315,2.9814211629908587,287,0,0,1,0,0,0,off_route
66249,316,2.9905153207383135,277,0,0,1,0,0,0,off_route
66354,317,0.9082812799885865,105,0,1,0,0,0,0,collision
66630,318,3.000480813091627,276,0,0,1,0,0,0,off_route
66929,319,2.847231215586889,299,0,0,0,0,0,1,timeout
67207,320,2.9919344338616405,278,0,0,1,0,0,0,off_route
67506,321,3.753532592974609,299,0,0,0,0,0,1,timeout
67805,322,3.840273031149062,299,0,0,0,0,0,1,timeout
68093,323,2.9778692876226325,288,0,0,1,0,0,0,off_route
68352,324,3.0154525706395527,259,0,0,1,0,0,0,off_route
68612,325,3.011169175859547,260,0,0,1,0,0,0,off_route
68911,326,3.9544541754284936,299,0,0,0,0,0,1,timeout
69210,327,3.8113425461798953,299,0,0,0,0,0,1,timeout
69269,328,-0.020038386449217405,59,0,1,0,0,0,0,collision
69296,329,-0.3620435066968203,27,0,1,0,0,0,0,collision
69342,330,0.0049431757032868395,46,0,1,0,0,0,0,collision
69595,331,3.0123905279934444,253,0,0,1,0,0,0,off_route
69640,332,-0.0011463925987482693,45,0,1,0,0,0,0,collision
69674,333,-0.3693666297509338,34,0,1,0,0,0,0,collision
69708,334,0.006750667452812165,34,0,1,0,0,0,0,collision
69976,335,3.017958298761403,268,0,0,1,0,0,0,off_route
70232,336,3.0169639642871964,256,0,0,1,0,0,0,off_route
70290,337,-0.0146075144422938,58,0,1,0,0,0,0,collision
70394,338,-0.053454501712170366,104,0,1,0,0,0,0,collision
70659,339,3.0072622147761328,265,0,0,1,0,0,0,off_route
70937,340,2.994677148086953,278,0,0,1,0,0,0,off_route
70965,341,0.017404708385467704,28,0,1,0,0,0,0,collision
71035,342,-0.021893402636051107,70,0,1,0,0,0,0,collision
71305,343,3.0053562774509235,270,0,0,1,0,0,0,off_route
71556,344,3.0229840663969556,251,0,0,1,0,0,0,off_route
71827,345,2.999609227009126,271,0,0,1,0,0,0,off_route
72106,346,3.005551011165605,279,0,0,1,0,0,0,off_route
72140,347,-0.28893839345872396,34,0,1,0,0,0,0,collision
72256,348,-0.05060593531690427,116,0,1,0,0,0,0,collision
72289,349,0.06192463245987878,33,0,1,0,0,0,0,collision
72339,350,0.4580804206430915,50,0,1,0,0,0,0,collision
72368,351,-0.24924586796760573,29,0,1,0,0,0,0,collision
72632,352,3.0222866029143374,264,0,0,1,0,0,0,off_route
72661,353,-0.3193871532529593,29,0,1,0,0,0,0,collision
72916,354,3.021802979223433,255,0,0,1,0,0,0,off_route
72955,355,-0.3681353188455103,39,0,1,0,0,0,0,collision
73236,356,2.996667704224591,281,0,0,1,0,0,0,off_route
73264,357,-0.3595324660390615,28,0,1,0,0,0,0,collision
73514,358,3.0251576603390333,250,0,0,1,0,0,0,off_route
73736,359,3.0524563082931615,222,0,0,1,0,0,0,off_route
73786,360,0.002852246910333811,50,0,1,0,0,0,0,collision
74041,361,3.032341176019987,255,0,0,1,0,0,0,off_route
74080,362,-0.03868603700399398,39,0,1,0,0,0,0,collision
74162,363,-0.02458858695393429,82,0,1,0,0,0,0,collision
74401,364,3.045721830690979,239,0,0,1,0,0,0,off_route
74441,365,-0.2279365543252786,40,0,1,0,0,0,0,collision
74543,366,-0.03918864115435272,102,0,1,0,0,0,0,collision
74791,367,3.026113167449838,248,0,0,1,0,0,0,off_route
75034,368,3.0323281243145477,243,0,0,1,0,0,0,off_route
75085,369,0.5185119634270672,51,0,1,0,0,0,0,collision
75315,370,3.0487167458329374,230,0,0,1,0,0,0,off_route
75567,371,3.0195625252923946,252,0,0,1,0,0,0,off_route
75592,372,-0.307194593548775,25,0,1,0,0,0,0,collision
75891,373,0.8481743063752918,299,0,0,0,0,0,1,timeout
76068,374,3.0994404807239806,177,0,0,1,0,0,0,off_route
76307,375,3.0301985775716647,239,0,0,1,0,0,0,off_route
76343,376,0.20092711293697385,36,0,1,0,0,0,0,collision
76378,377,0.16966465651989004,35,0,1,0,0,0,0,collision
76421,378,-0.09336475786473608,43,0,1,0,0,0,0,collision
76706,379,2.9966251676064037,285,0,0,1,0,0,0,off_route
76953,380,2.9888996713068354,247,0,1,0,0,0,0,collision
77210,381,3.003371514596048,257,0,1,0,0,0,0,collision
77249,382,0.5074506283402441,39,0,1,0,0,0,0,collision
77509,383,2.9438335848134063,260,0,1,0,0,0,0,collision
77784,384,3.0071969719720113,275,0,0,1,0,0,0,off_route
77828,385,0.48750008022785163,44,0,1,0,0,0,0,collision
78106,386,2.955193292026411,278,0,1,0,0,0,0,collision
78145,387,0.17428733265399932,39,0,1,0,0,0,0,collision
78439,388,1.9783527685273485,294,0,1,1,0,0,0,collision
78501,389,0.46337343328585845,62,0,1,0,0,0,0,collision
78543,390,0.002488506019115433,42,0,1,0,0,0,0,collision
78804,391,-0.20643612673478617,261,0,1,0,0,0,0,collision
78834,392,-0.14691874638199787,30,0,1,0,0,0,0,collision
79120,393,2.9959107298739305,286,0,0,1,0,0,0,off_route
79172,394,0.5114102869429626,52,0,1,0,0,0,0,collision
79430,395,3.02373392815516,258,0,0,1,0,0,0,off_route
79729,396,3.8582163875796867,299,0,0,0,0,0,1,timeout
79756,397,-0.32853257487108933,27,0,1,0,0,0,0,collision
79842,398,-0.046816316568525584,86,0,1,0,0,0,0,collision
79881,399,0.5045084283351893,39,0,1,0,0,0,0,collision
80159,400,2.99881985255331,278,0,0,1,0,0,0,off_route
80203,401,0.12039595241099588,44,0,1,0,0,0,0,collision
80502,402,3.838581997371676,299,0,0,0,0,0,1,timeout
80708,403,3.0762481929324603,206,0,0,1,0,0,0,off_route
80943,404,3.044765499243518,235,0,0,1,0,0,0,off_route
80982,405,0.4814337507486349,39,0,1,0,0,0,0,collision
81224,406,2.9628422751482617,242,0,1,0,0,0,0,collision
81262,407,-0.24628938712365922,38,0,1,0,0,0,0,collision
81521,408,3.0235302666693507,259,0,0,1,0,0,0,off_route
81611,409,0.7485038170439657,90,0,1,0,0,0,0,collision
81847,410,3.0400935914702734,236,0,0,1,0,0,0,off_route
82038,411,3.0893405324462844,191,0,0,1,0,0,0,off_route
209,1,-8.23506122589442,209,0,0,1,0,0,0,off_route
445,2,-8.28837580889716,236,0,0,1,0,0,0,off_route
628,3,-8.182265697270408,183,0,0,1,0,0,0,off_route
828,4,-8.212752753051165,200,0,0,1,0,0,0,off_route
209,1,-8.23506122589442,209,0,0,1,0,0,0,off_route
445,2,-8.28837580889716,236,0,0,1,0,0,0,off_route
208,1,-8.230951043677509,208,0,0,1,0,0,0,off_route
450,2,-8.289201861230177,242,0,0,1,0,0,0,off_route
630,3,-8.180798576618932,180,0,0,1,0,0,0,off_route
827,4,-8.21364525757563,197,0,0,1,0,0,0,off_route
1027,5,-8.228748403805493,200,0,0,1,0,0,0,off_route
1206,6,-8.185850552013362,179,0,0,1,0,0,0,off_route
1222,7,-4.964209418978251,16,0,1,0,0,0,0,collision
1261,8,-4.989614160202062,39,0,1,0,0,0,0,collision
1473,9,-8.239976413537574,212,0,0,1,0,0,0,off_route
1666,10,-8.210831721803082,193,0,0,1,0,0,0,off_route
1863,11,19.794700845800577,197,1,0,0,0,0,0,success
2050,12,-8.197225898810963,187,0,0,1,0,0,0,off_route
2266,13,-8.238844694199054,216,0,0,1,0,0,0,off_route
2477,14,-8.229711109904011,211,0,0,1,0,0,0,off_route
2660,15,-8.190394941131434,183,0,0,1,0,0,0,off_route
2851,16,-8.20777306178735,191,0,0,1,0,0,0,off_route
3038,17,-8.200070852034743,187,0,0,1,0,0,0,off_route
3255,18,-8.238574088712022,217,0,0,1,0,0,0,off_route
3452,19,-8.209988822484997,197,0,0,1,0,0,0,off_route
3634,20,-8.180656688998823,182,0,0,1,0,0,0,off_route
3844,21,-8.23244638163056,210,0,0,1,0,0,0,off_route
3967,22,-5.124342480554556,123,0,1,0,0,0,0,collision
4152,23,-8.207614048478442,185,0,0,1,0,0,0,off_route
4205,24,-5.024001242771308,53,0,1,0,0,0,0,collision
4439,25,-8.265294196845657,234,0,0,1,0,0,0,off_route
4622,26,-8.182527690141022,183,0,0,1,0,0,0,off_route
4653,27,-4.9842935906602435,31,0,1,0,0,0,0,collision
4692,28,-5.000725634748459,39,0,1,0,0,0,0,collision
4745,29,-5.011638648540311,53,0,1,0,0,0,0,collision
4957,30,-8.236590836030235,212,0,0,1,0,0,0,off_route
4989,31,-4.98576763027912,32,0,1,0,0,0,0,collision
5009,32,-4.970757681283919,20,0,1,0,0,0,0,collision
5046,33,-4.997854444281037,37,0,1,0,0,0,0,collision
5219,34,-8.178704491439488,173,0,0,1,0,0,0,off_route
5409,35,-8.206504438759787,190,0,0,1,0,0,0,off_route
5493,36,-5.073656822981167,84,0,1,0,0,0,0,collision
5575,37,-5.0748048510422885,82,0,1,0,0,0,0,collision
5747,38,-8.182653194383025,172,0,0,1,0,0,0,off_route
5959,39,-8.217406577696005,212,0,0,1,0,0,0,off_route
6184,40,-8.258578208256159,225,0,0,1,0,0,0,off_route
6389,41,-8.230665076792027,205,0,0,1,0,0,0,off_route
6613,42,-8.258777869971695,224,0,0,1,0,0,0,off_route
6647,43,-4.996154824921775,34,0,1,0,0,0,0,collision
6856,44,-8.221186014572922,209,0,0,1,0,0,0,off_route
7084,45,-8.259082600816068,228,0,0,1,0,0,0,off_route
7173,46,-5.071150497169255,89,0,1,0,0,0,0,collision
7386,47,-8.244936867604927,213,0,0,1,0,0,0,off_route
7607,48,-8.244056943765743,221,0,0,1,0,0,0,off_route
7795,49,-8.20319569969155,188,0,0,1,0,0,0,off_route
7988,50,-8.199512624499748,193,0,0,1,0,0,0,off_route
8234,51,-8.292961651456839,246,0,0,1,0,0,0,off_route
8456,52,-8.25464573744508,222,0,0,1,0,0,0,off_route
8650,53,-8.211218259501301,194,0,0,1,0,0,0,off_route
8835,54,-8.20626230505154,185,0,0,1,0,0,0,off_route
9051,55,-8.250275775814638,216,0,0,1,0,0,0,off_route
9266,56,-8.237675486484765,215,0,0,1,0,0,0,off_route
9462,57,-8.202143514393459,196,0,0,1,0,0,0,off_route
9662,58,-8.22934954258954,200,0,0,1,0,0,0,off_route
9843,59,-8.182905857333179,181,0,0,1,0,0,0,off_route
10047,60,-8.216507116330732,204,0,0,1,0,0,0,off_route
10261,61,-8.234262186376442,214,0,0,1,0,0,0,off_route
10463,62,-8.22031697941253,202,0,0,1,0,0,0,off_route
10660,63,-8.212436595422712,197,0,0,1,0,0,0,off_route
10884,64,-8.252258806080835,224,0,0,1,0,0,0,off_route
11087,65,-8.226578252706204,203,0,0,1,0,0,0,off_route
11293,66,-8.233988255824645,206,0,0,1,0,0,0,off_route
11506,67,-8.243264296477273,213,0,0,1,0,0,0,off_route
11737,68,-8.267365154539386,231,0,0,1,0,0,0,off_route
11962,69,-8.259799802976932,225,0,0,1,0,0,0,off_route
12137,70,-8.190204822720338,175,0,0,1,0,0,0,off_route
12352,71,-8.245616994019572,215,0,0,1,0,0,0,off_route
12563,72,-8.242032747471244,211,0,0,1,0,0,0,off_route
12768,73,-8.214941690152566,205,0,0,1,0,0,0,off_route
12968,74,-8.207890465079167,200,0,0,1,0,0,0,off_route
13186,75,-8.244645920818904,218,0,0,1,0,0,0,off_route
13440,76,-8.302062199577222,254,0,0,1,0,0,0,off_route
13657,77,-8.237166618106006,217,0,0,1,0,0,0,off_route
13878,78,-8.248800491896802,221,0,0,1,0,0,0,off_route
14090,79,-8.235318068948558,212,0,0,1,0,0,0,off_route
14303,80,-8.230596843316906,213,0,0,1,0,0,0,off_route
14513,81,-8.231310593767166,210,0,0,1,0,0,0,off_route
14712,82,-8.220316361198774,199,0,0,1,0,0,0,off_route
14948,83,-8.24917597599042,236,0,0,1,0,0,0,off_route
15161,84,-8.237460645559167,213,0,0,1,0,0,0,off_route
15384,85,-8.246237318118954,223,0,0,1,0,0,0,off_route
15594,86,-8.230537182936548,210,0,0,1,0,0,0,off_route
15866,87,-8.341572848691623,272,0,0,1,0,0,0,off_route
16097,88,-8.261005747306605,231,0,0,1,0,0,0,off_route
16337,89,-8.271827204029524,240,0,0,1,0,0,0,off_route
16560,90,19.744986008280804,223,1,0,0,0,0,0,success
16759,91,-8.203271557232322,199,0,0,1,0,0,0,off_route
16962,92,-8.21465174956581,203,0,0,1,0,0,0,off_route
17178,93,-8.249704995829209,216,0,0,1,0,0,0,off_route
17408,94,-8.255186615330118,230,0,0,1,0,0,0,off_route
17600,95,-8.213977005371037,192,0,0,1,0,0,0,off_route
17827,96,-8.271025502586127,227,0,0,1,0,0,0,off_route
18059,97,-8.271408617140294,232,0,0,1,0,0,0,off_route
18271,98,-8.236028045208379,212,0,0,1,0,0,0,off_route
18536,99,-8.321793394926608,265,0,0,1,0,0,0,off_route
18786,100,-8.305665131020705,250,0,0,1,0,0,0,off_route
19019,101,-8.258165328044399,233,0,0,1,0,0,0,off_route
19251,102,-8.275003403243366,232,0,0,1,0,0,0,off_route
19477,103,-8.24391008388321,226,0,0,1,0,0,0,off_route
19718,104,-8.24734005723617,241,0,0,1,0,0,0,off_route
19987,105,-8.31839215696034,269,0,0,1,0,0,0,off_route
20225,106,-8.28331602452887,238,0,0,1,0,0,0,off_route
20446,107,-8.250953996018277,221,0,0,1,0,0,0,off_route
20682,108,-8.290034467678977,236,0,0,1,0,0,0,off_route
20978,109,-8.360425515345328,296,0,0,1,0,0,0,off_route
20995,110,-4.966820435530041,17,0,1,0,0,0,0,collision
21011,111,-4.965304068245179,16,0,1,0,0,0,0,collision
21049,112,-5.001791271406889,38,0,1,0,0,0,0,collision
21068,113,-4.970323224512169,19,0,1,0,0,0,0,collision
21102,114,-4.993155830169419,34,0,1,0,0,0,0,collision
21115,115,-4.95930406824518,13,0,1,0,0,0,0,collision
21153,116,-4.993109273930873,38,0,1,0,0,0,0,collision
21276,117,-5.127304538156895,123,0,1,0,0,0,0,collision
21292,118,-4.965304068245179,16,0,1,0,0,0,0,collision
21331,119,-5.004435408065302,39,0,1,0,0,0,0,collision
21586,120,-8.315121898111707,255,0,0,1,0,0,0,off_route
21885,121,-0.36840612813218476,299,0,0,0,0,0,0,terminated
21920,122,-4.987226671640444,35,0,1,0,0,0,0,collision
21979,123,-5.028447919106239,59,0,1,0,0,0,0,collision
22011,124,-4.990570911462186,32,0,1,0,0,0,0,collision
22056,125,-5.00630747331926,45,0,1,0,0,0,0,collision
22351,126,-8.366182832533017,295,0,0,1,0,0,0,off_route
22634,127,19.684708027603353,283,1,0,0,0,0,0,success
22932,128,-8.37942291633377,298,0,0,1,0,0,0,off_route
22948,129,-4.964275387833367,16,0,1,0,0,0,0,collision
22975,130,-4.983962866464492,27,0,1,0,0,0,0,collision
22992,131,-4.96730406824518,17,0,1,0,0,0,0,collision
23291,132,-8.374652151515866,299,0,0,1,0,0,0,off_route
23313,133,-4.9736910165850645,22,0,1,0,0,0,0,collision
23420,134,-5.096509397711107,107,0,1,0,0,0,0,collision
23688,135,-8.328133524942523,268,0,0,1,0,0,0,off_route
23987,136,-0.37200332207462095,299,0,0,0,0,0,0,terminated
24006,137,-4.9678050397917195,19,0,1,0,0,0,0,collision
24055,138,-5.010162185208129,49,0,1,0,0,0,0,collision
24071,139,-4.962193667867543,16,0,1,0,0,0,0,collision
24370,140,-0.3671600513613896,299,0,0,0,0,0,0,terminated
24665,141,-8.357573117889068,295,0,0,1,0,0,0,off_route
24791,142,-5.1243673032489925,126,0,1,0,0,0,0,collision
24850,143,-5.0228870449836664,59,0,1,0,0,0,0,collision
24872,144,-4.974326236894926,22,0,1,0,0,0,0,collision
25171,145,-0.3846980558835543,299,0,0,0,0,0,0,terminated
25470,146,-0.3916279289032556,299,0,0,0,0,0,0,terminated
25769,147,-0.3788100151374844,299,0,0,0,0,0,0,terminated
25851,148,-5.065729249527536,82,0,1,0,0,0,0,collision
26150,149,-0.39082410250189226,299,0,0,0,0,0,0,terminated
26256,150,-5.094866895566266,106,0,1,0,0,0,0,collision
26555,151,-0.37569380000483893,299,0,0,0,0,0,0,terminated
26625,152,-5.054333291084408,70,0,1,0,0,0,0,collision
26789,153,-5.196502708378792,164,0,1,0,0,0,0,collision
26827,154,-4.9934469555456555,38,0,1,0,0,0,0,collision
26903,155,-5.053889646925429,76,0,1,0,0,0,0,collision
27202,156,-0.360656942614553,299,0,0,0,0,0,0,terminated
27501,157,-0.39590788215423667,299,0,0,0,0,0,0,terminated
27800,158,-0.3801216701317775,299,0,0,0,0,0,0,terminated
28099,159,-0.3753308211113864,299,0,0,0,0,0,0,terminated
28166,160,-5.028848694933679,67,0,1,0,0,0,0,collision
28242,161,-5.05236695617516,76,0,1,0,0,0,0,collision
28383,162,-5.163222477238787,141,0,1,0,0,0,0,collision
28503,163,-5.131469291477717,120,0,1,0,0,0,0,collision
28653,164,-5.1716079419066165,150,0,1,0,0,0,0,collision
28952,165,-0.38881604590151286,299,0,0,0,0,0,0,terminated
29251,166,-0.38672721554601724,299,0,0,0,0,0,0,terminated
29392,167,-5.170697972983829,141,0,1,0,0,0,0,collision
29691,168,-0.3830762081361628,299,0,0,0,0,0,0,terminated
29871,169,-5.210885305113924,180,0,1,0,0,0,0,collision
29890,170,-4.970273944454734,19,0,1,0,0,0,0,collision
30189,171,-0.3769486389550947,299,0,0,0,0,0,0,terminated
30488,172,-0.39150350482504837,299,0,0,0,0,0,0,terminated
30787,173,-0.3766485669742696,299,0,0,0,0,0,0,terminated
30824,174,-4.993689327317437,37,0,1,0,0,0,0,collision
30982,175,-5.181169177316144,158,0,1,0,0,0,0,collision
31153,176,-5.2128446567262126,171,0,1,0,0,0,0,collision
31302,177,-5.164348798232192,149,0,1,0,0,0,0,collision
31601,178,-0.37913513969538454,299,0,0,0,0,0,0,terminated
31676,179,-5.054164474917998,75,0,1,0,0,0,0,collision
31704,180,-4.9885865907410825,28,0,1,0,0,0,0,collision
32003,181,-0.38582254474345645,299,0,0,0,0,0,0,terminated
32302,182,-0.3815642295152304,299,0,0,0,0,0,0,terminated
32601,183,-0.37974497641932564,299,0,0,0,0,0,0,terminated
32900,184,-0.3784420243604573,299,0,0,0,0,0,0,terminated
33051,185,-5.170481866203726,151,0,1,0,0,0,0,collision
33350,186,-0.37448803820394233,299,0,0,0,0,0,0,terminated
33465,187,-5.120179931212136,115,0,1,0,0,0,0,collision
33611,188,-5.159618395183047,146,0,1,0,0,0,0,collision
33628,189,-4.965873266319028,17,0,1,0,0,0,0,collision
33696,190,-5.042340027496628,68,0,1,0,0,0,0,collision
33995,191,-0.3763510505125821,299,0,0,0,0,0,0,terminated
34294,192,-0.38678705762474574,299,0,0,0,0,0,0,terminated
34403,193,-5.099124992441931,109,0,1,0,0,0,0,collision
34702,194,-0.36888359928666475,299,0,0,0,0,0,0,terminated
34717,195,-4.963304068245179,15,0,1,0,0,0,0,collision
34810,196,-5.084807177004072,93,0,1,0,0,0,0,collision
34966,197,-5.173173950801452,156,0,1,0,0,0,0,collision
35125,198,-5.170409219550273,159,0,1,0,0,0,0,collision
35281,199,-5.188842646258928,156,0,1,0,0,0,0,collision
35421,200,-5.152218510150099,140,0,1,0,0,0,0,collision
35720,201,-0.37630687044985534,299,0,0,0,0,0,0,terminated
36019,202,-0.3748768745597461,299,0,0,0,0,0,0,terminated
36318,203,-0.3830384992851852,299,0,0,0,0,0,0,terminated
36617,204,-0.37715192894993044,299,0,0,0,0,0,0,terminated
36766,205,-5.175668178867056,149,0,1,0,0,0,0,collision
36896,206,-5.148178983065387,130,0,1,0,0,0,0,collision
37013,207,-5.123101909384793,117,0,1,0,0,0,0,collision
